3.465170601998137645e-01,2.016673855718617014e-01
1.101982450148045745e-01,7.104469731956446488e-01
6.741963810951657754e-01,4.915214940765900709e-01
3.095611759812602060e-01,8.050660816521499896e-01
2.710193449245661412e-01,9.841580407337602310e-01
6.361546027117547242e-01,6.930089586616240416e-01
3.845447458154311882e-01,6.216869272981825345e-01
6.130693612934632242e-01,5.366765328434689453e-01
5.158726956144971121e-01,1.234355022318045503e-02
8.565129237558017916e-01,4.298855366986429338e-01
7.947655000517581669e-01,5.759052435097994360e-01
1.045356000785637729e-01,3.311902643390772782e-01
6.981075278941010209e-01,5.912878195237840639e-01
6.523318675107280251e-01,8.298435797516449108e-01
7.761009500689518559e-01,7.534075263609563144e-02
3.594618192549459135e-01,8.324931571156456434e-01
2.342157406145207732e-01,4.402798470382062179e-01
4.748008033953227125e-01,1.802770960211463880e-01
4.785049508848470134e-01,8.672817052696746298e-01
4.340920001300530018e-01,5.046915159659821626e-01
6.402778765538547079e-01,4.023600808893559311e-01
